utc,session,region,category,bloom,quality,correct,timeTakenSec,encounterId
2026-07-21T05:21:26.2229989Z,20260721_052126,china,Architecture,remember,Correct,1,5.16,china_rumor
2026-07-21T05:21:48.2031505Z,20260721_052126,china,Architecture,remember,Wrong,0,3.33,china_rumor
2026-07-21T05:21:56.9089695Z,20260721_052126,china,Architecture,remember,CorrectFast,1,3.16,china_rumor
2026-07-21T05:23:09.6846724Z,20260721_052126,china,Geography,remember,Correct,1,6.50,china_boss
2026-07-21T05:23:19.8911082Z,20260721_052126,china,Geography,remember,CorrectFast,1,4.18,china_boss
2026-07-21T05:23:29.9956512Z,20260721_052126,china,Philosophy,remember,Correct,1,5.23,china_boss
2026-07-21T05:23:38.3594188Z,20260721_052126,china,History,remember,CorrectFast,1,2.40,china_boss
2026-07-21T05:24:09.7389659Z,20260721_052126,china,Architecture,understand,Wrong,0,9.50,china_boss
2026-07-21T05:24:23.5583737Z,20260721_052126,china,Architecture,remember,Wrong,0,7.73,china_boss
2026-07-21T05:24:37.2988611Z,20260721_052126,china,Architecture,remember,Correct,1,8.44,china_boss
2026-07-21T05:24:52.0689872Z,20260721_052126,china,Architecture,remember,Correct,1,8.76,china_boss
2026-07-21T05:25:26.7572929Z,20260721_052126,,History,remember,Correct,1,7.02,demo_encounter
2026-07-21T05:25:42.1343670Z,20260721_052126,,History,remember,Correct,1,9.21,demo_encounter
2026-07-21T05:25:50.2377822Z,20260721_052126,,History,remember,Wrong,0,3.45,demo_encounter
2026-07-21T05:25:58.8392948Z,20260721_052126,,History,remember,Wrong,0,3.75,demo_encounter
2026-07-21T05:26:32.5331272Z,20260721_052126,,History,remember,CorrectFast,1,3.64,demo_encounter
2026-07-21T05:26:38.6303340Z,20260721_052126,,History,remember,CorrectFast,1,1.87,demo_encounter
2026-07-21T05:28:21.1306103Z,20260721_052126,egypt,Geography,remember,CorrectFast,1,2.39,egypt_oblivion
2026-07-21T05:28:27.5066842Z,20260721_052126,egypt,Geography,remember,Wrong,0,1.95,egypt_oblivion
2026-07-21T05:28:38.4354062Z,20260721_052126,egypt,Geography,remember,Wrong,0,6.53,egypt_oblivion
2026-07-21T05:28:45.2236838Z,20260721_052126,egypt,Geography,remember,Wrong,0,2.49,egypt_oblivion
2026-07-21T05:28:54.3581625Z,20260721_052126,egypt,Geography,understand,CorrectFast,1,4.18,egypt_oblivion
2026-07-21T05:29:14.6633868Z,20260721_052126,egypt,Architecture,remember,Wrong,0,5.83,egypt_sand
2026-07-21T05:29:26.2936334Z,20260721_052126,egypt,Architecture,remember,Wrong,0,6.03,egypt_sand
2026-07-21T05:29:34.1432151Z,20260721_052126,egypt,Architecture,remember,Wrong,0,3.42,egypt_sand
2026-07-21T05:29:47.3557337Z,20260721_052126,egypt,Architecture,remember,Wrong,0,3.27,egypt_sand
2026-07-21T05:29:56.4490527Z,20260721_052126,egypt,Architecture,remember,Wrong,0,2.23,egypt_sand
2026-07-21T05:30:04.1641758Z,20260721_052126,egypt,Architecture,remember,Wrong,0,3.62,egypt_sand
2026-07-21T05:30:11.8980443Z,20260721_052126,egypt,Architecture,remember,Wrong,0,3.18,egypt_sand
2026-07-21T05:30:16.9418719Z,20260721_052126,egypt,Architecture,remember,Wrong,0,1.46,egypt_sand
2026-07-21T05:30:39.2402124Z,20260721_052126,egypt,History,remember,CorrectFast,1,2.75,egypt_boss
2026-07-21T05:30:45.9730480Z,20260721_052126,egypt,History,remember,CorrectFast,1,2.13,egypt_boss
2026-07-21T05:30:54.0834425Z,20260721_052126,egypt,Philosophy,understand,CorrectFast,1,3.04,egypt_boss
2026-07-21T05:31:06.5019476Z,20260721_052126,egypt,Philosophy,understand,CorrectFast,1,2.37,egypt_boss
2026-07-21T05:31:13.9279084Z,20260721_052126,egypt,Geography,understand,Wrong,0,2.58,egypt_boss
2026-07-21T05:31:21.7159478Z,20260721_052126,egypt,Geography,understand,Wrong,0,2.75,egypt_boss
2026-07-21T05:31:30.8740388Z,20260721_052126,egypt,Geography,understand,Wrong,0,1.84,egypt_boss
2026-07-21T05:31:38.6141127Z,20260721_052126,egypt,Geography,remember,Wrong,0,2.99,egypt_boss
2026-07-21T05:31:45.8277706Z,20260721_052126,egypt,Geography,remember,CorrectFast,1,2.52,egypt_boss
2026-07-21T05:32:44.3722018Z,20260721_052126,,History,remember,Wrong,0,0.56,demo_encounter
2026-07-21T05:32:49.6331258Z,20260721_052126,,History,remember,CorrectFast,1,1.57,demo_encounter
2026-07-21T05:32:56.3361979Z,20260721_052126,,History,remember,CorrectFast,1,2.54,demo_encounter
2026-07-21T05:33:51.5360531Z,20260721_052126,greece,Architecture,remember,Wrong,0,2.39,greece_sophist
2026-07-21T05:33:58.6275298Z,20260721_052126,greece,Culture,remember,Wrong,0,2.54,greece_sophist
2026-07-21T05:34:07.2461887Z,20260721_052126,greece,Architecture,remember,Wrong,0,4.13,greece_sophist
2026-07-21T05:34:15.7259728Z,20260721_052126,greece,Architecture,remember,Wrong,0,3.33,greece_sophist
2026-07-21T05:34:22.3014218Z,20260721_052126,greece,Architecture,remember,Wrong,0,1.87,greece_sophist
2026-07-21T05:34:28.4602794Z,20260721_052126,greece,Architecture,remember,Wrong,0,1.68,greece_sophist
2026-07-21T05:34:35.1763314Z,20260721_052126,greece,Architecture,remember,CorrectFast,1,2.56,greece_sophist
2026-07-21T05:36:55.6546577Z,20260721_052126,,Geography,understand,Correct,1,5.17,finale_boss
2026-07-21T05:37:09.3840217Z,20260721_052126,,Geography,understand,Wrong,0,6.52,finale_boss
2026-07-21T05:37:18.8693956Z,20260721_052126,,Geography,understand,CorrectFast,1,4.63,finale_boss
2026-07-21T05:38:38.0241572Z,20260721_052126,,Geography,understand,CorrectFast,1,2.68,finale_boss
2026-07-21T05:38:51.1565860Z,20260721_052126,,Geography,understand,Correct,1,8.29,finale_boss
2026-07-21T05:40:06.6539412Z,20260721_052126,,Geography,understand,Correct,1,9.69,finale_boss
2026-07-21T05:40:18.7700310Z,20260721_052126,,History,understand,Correct,1,5.24,finale_boss
2026-07-21T05:40:32.2137722Z,20260721_052126,,History,understand,Correct,1,6.55,finale_boss
2026-07-21T05:40:46.2692219Z,20260721_052126,,Culture,understand,CorrectFast,1,2.16,finale_boss
2026-07-21T05:40:54.5000786Z,20260721_052126,,Culture,understand,CorrectFast,1,3.21,finale_boss
2026-07-21T05:41:02.4703763Z,20260721_052126,,Architecture,understand,CorrectFast,1,2.55,finale_boss
2026-07-21T05:41:15.5326106Z,20260721_052126,,Architecture,understand,Correct,1,6.12,finale_boss
2026-07-21T05:41:28.9646264Z,20260721_052126,,Architecture,understand,CorrectFast,1,1.47,finale_boss
2026-07-21T05:41:36.7885784Z,20260721_052126,,Architecture,understand,CorrectFast,1,3.15,finale_boss
2026-07-21T05:41:46.5170960Z,20260721_052126,,Culture,understand,CorrectFast,1,2.72,finale_boss
2026-07-21T05:41:53.4148763Z,20260721_052126,,Philosophy,understand,Wrong,0,2.33,finale_boss
2026-07-21T05:42:19.5327889Z,20260721_052126,,Geography,understand,CorrectFast,1,1.97,finale_boss
2026-07-21T05:42:26.2365134Z,20260721_052126,,Geography,understand,CorrectFast,1,2.45,finale_boss
2026-07-21T05:42:35.6436518Z,20260721_052126,,Geography,understand,CorrectFast,1,4.73,finale_boss
2026-07-21T05:42:42.1407664Z,20260721_052126,,Philosophy,understand,CorrectFast,1,1.96,finale_boss
2026-07-21T05:42:48.6563431Z,20260721_052126,,Philosophy,understand,CorrectFast,1,2.02,finale_boss
2026-07-21T05:42:55.6512601Z,20260721_052126,,Architecture,understand,CorrectFast,1,2.54,finale_boss
2026-07-21T05:43:04.7900955Z,20260721_052126,,Geography,understand,CorrectFast,1,3.22,finale_boss
2026-07-21T05:43:12.9739112Z,20260721_052126,,Architecture,understand,CorrectFast,1,3.59,finale_boss
2026-07-21T05:43:21.1079953Z,20260721_052126,,Philosophy,understand,CorrectFast,1,3.10,finale_boss
2026-07-21T05:43:28.4530684Z,20260721_052126,,History,understand,CorrectFast,1,2.16,finale_boss
2026-07-21T05:43:37.2838369Z,20260721_052126,,Philosophy,understand,CorrectFast,1,3.28,finale_boss
2026-07-21T05:43:44.8677214Z,20260721_052126,,Philosophy,understand,CorrectFast,1,2.14,finale_boss
2026-07-22T03:23:48.2706460Z,20260722_032348,china,Architecture,remember,Wrong,0,1.85,china_rumor
2026-07-22T03:23:58.2544864Z,20260722_032348,china,Architecture,remember,CorrectFast,1,1.07,china_rumor
2026-07-22T03:24:53.7564591Z,20260722_032348,china,Architecture,understand,CorrectFast,1,1.57,china_boss
2026-07-22T03:25:05.9211971Z,20260722_032348,china,Geography,remember,Wrong,0,4.36,china_boss
2026-07-22T03:25:16.5772496Z,20260722_032348,china,Geography,remember,CorrectFast,1,1.08,china_boss
2026-07-22T03:25:31.6331147Z,20260722_032348,china,History,remember,Correct,1,7.36,china_boss
2026-07-22T03:25:43.0212578Z,20260722_032348,china,History,remember,CorrectFast,1,1.56,china_boss
2026-07-22T03:25:53.5380587Z,20260722_032348,china,Architecture,remember,CorrectFast,1,0.94,china_boss
2026-07-22T03:26:02.4839654Z,20260722_032348,china,Architecture,remember,CorrectFast,1,1.40,china_boss
2026-07-22T03:28:55.8204355Z,20260722_032348,,Geography,understand,CorrectFast,1,1.27,finale_boss
2026-07-22T03:29:05.3185634Z,20260722_032348,,Geography,understand,CorrectFast,1,1.07,finale_boss
2026-07-22T03:29:13.9802182Z,20260722_032348,,Geography,understand,CorrectFast,1,0.88,finale_boss
2026-07-22T03:30:37.5154901Z,20260722_032348,,Geography,understand,Wrong,0,0.97,finale_boss
2026-07-22T03:30:44.8908443Z,20260722_032348,,Culture,understand,CorrectFast,1,0.67,finale_boss
2026-07-22T03:30:52.8738114Z,20260722_032348,,Architecture,understand,CorrectFast,1,0.58,finale_boss
2026-07-22T03:31:00.9721350Z,20260722_032348,,Architecture,understand,CorrectFast,1,0.57,finale_boss
2026-07-22T03:31:09.6990683Z,20260722_032348,,Philosophy,understand,CorrectFast,1,0.56,finale_boss
2026-07-22T03:31:17.9727185Z,20260722_032348,,Philosophy,understand,CorrectFast,1,0.70,finale_boss
2026-07-22T03:31:27.1859103Z,20260722_032348,,History,understand,CorrectFast,1,0.73,finale_boss
2026-07-22T03:31:35.5866003Z,20260722_032348,,Geography,understand,CorrectFast,1,0.58,finale_boss
2026-07-22T03:31:43.9626136Z,20260722_032348,,Philosophy,understand,CorrectFast,1,1.20,finale_boss
2026-07-22T03:32:07.3230360Z,20260722_032348,,Culture,understand,CorrectFast,1,0.72,finale_boss
2026-07-22T03:32:14.1108902Z,20260722_032348,,Architecture,understand,CorrectFast,1,0.64,finale_boss
2026-07-22T03:32:21.0149121Z,20260722_032348,,Architecture,understand,CorrectFast,1,0.64,finale_boss
2026-07-22T03:32:28.3486063Z,20260722_032348,,Geography,understand,Wrong,0,0.95,finale_boss
2026-07-22T03:32:35.0287320Z,20260722_032348,,Architecture,understand,CorrectFast,1,0.62,finale_boss
2026-07-22T03:32:44.0595932Z,20260722_032348,,Philosophy,understand,CorrectFast,1,0.53,finale_boss
2026-07-22T03:32:52.0596427Z,20260722_032348,,Architecture,understand,CorrectFast,1,0.93,finale_boss
2026-07-22T03:33:00.1936127Z,20260722_032348,,Geography,understand,CorrectFast,1,0.65,finale_boss
2026-07-22T03:33:09.0672774Z,20260722_032348,,Philosophy,understand,Wrong,0,0.82,finale_boss
2026-07-22T03:33:15.0259331Z,20260722_032348,,Philosophy,understand,CorrectFast,1,0.82,finale_boss
2026-07-22T03:33:21.6744116Z,20260722_032348,,Culture,understand,CorrectFast,1,0.68,finale_boss
2026-07-22T03:33:29.4148618Z,20260722_032348,,Geography,understand,CorrectFast,1,0.68,finale_boss
2026-07-27T12:30:22.5513642Z,20260727_123022,china,Architecture,remember,Wrong,0,5.75,china_rumor
2026-07-27T12:30:43.9285987Z,20260727_123022,china,Culture,remember,Correct,1,11.03,china_rumor
2026-07-27T12:30:54.2209228Z,20260727_123022,china,Philosophy,remember,CorrectFast,1,3.56,china_rumor
2026-07-27T12:33:10.7059088Z,20260727_123022,china,Architecture,understand,CorrectFast,1,2.92,china_boss
2026-07-27T12:33:24.1374915Z,20260727_123022,china,Culture,understand,Wrong,0,5.41,china_boss
2026-07-27T12:33:42.2663856Z,20260727_123022,china,Architecture,remember,Wrong,0,7.88,china_boss
2026-07-27T12:33:53.0734072Z,20260727_123022,china,Architecture,remember,Correct,1,5.59,china_boss
2026-07-27T12:34:02.5035525Z,20260727_123022,china,Architecture,remember,CorrectFast,1,2.65,china_boss
2026-07-27T12:34:13.5051985Z,20260727_123022,china,Architecture,remember,Correct,1,5.27,china_boss
2026-07-27T12:34:22.3721268Z,20260727_123022,china,Architecture,remember,CorrectFast,1,2.85,china_boss
2026-07-27T12:34:33.4820772Z,20260727_123022,china,Architecture,remember,Wrong,0,3.93,china_boss
2026-07-27T12:34:45.7083346Z,20260727_123022,china,Architecture,remember,CorrectFast,1,4.93,china_boss
2026-07-27T12:35:23.0510768Z,20260727_123022,china,Geography,remember,Correct,1,6.32,china_boss
2026-07-27T12:35:37.1796879Z,20260727_123022,china,Geography,remember,Correct,1,7.04,china_boss
2026-07-27T12:35:46.8532603Z,20260727_123022,china,Philosophy,remember,CorrectFast,1,4.24,china_boss
2026-07-27T12:35:56.3815999Z,20260727_123022,china,Philosophy,remember,CorrectFast,1,4.20,china_boss
2026-07-27T12:36:06.6123083Z,20260727_123022,china,History,remember,CorrectFast,1,2.76,china_boss
2026-07-27T12:36:20.6198206Z,20260727_123022,china,Philosophy,remember,Correct,1,6.78,china_boss
2026-07-27T12:36:27.4744808Z,20260727_123022,china,Philosophy,remember,CorrectFast,1,2.27,china_boss
2026-07-27T12:38:08.2112012Z,20260727_123022,egypt,Architecture,remember,Wrong,0,4.82,egypt_sand
2026-07-27T12:38:18.2728890Z,20260727_123022,egypt,Philosophy,remember,CorrectFast,1,4.60,egypt_sand
2026-07-27T12:38:30.2487522Z,20260727_123022,egypt,Philosophy,remember,Correct,1,5.60,egypt_sand
2026-07-27T12:39:19.4170016Z,20260727_123022,egypt,Geography,remember,Wrong,0,3.49,egypt_oblivion
2026-07-27T12:39:30.4424627Z,20260727_123022,egypt,Culture,remember,CorrectFast,1,4.79,egypt_oblivion
2026-07-27T12:39:40.5471087Z,20260727_123022,egypt,Geography,remember,CorrectFast,1,4.77,egypt_oblivion
2026-07-27T12:39:47.3226577Z,20260727_123022,egypt,Geography,understand,CorrectFast,1,1.32,egypt_oblivion
2026-07-27T12:40:25.9083685Z,20260727_123022,egypt,History,remember,Correct,1,5.49,egypt_boss
2026-07-27T12:40:41.8735992Z,20260727_123022,egypt,History,remember,Correct,1,5.07,egypt_boss
2026-07-27T12:40:56.5962136Z,20260727_123022,egypt,Philosophy,understand,Correct,1,8.22,egypt_boss
2026-07-27T12:41:05.6323071Z,20260727_123022,egypt,Philosophy,understand,CorrectFast,1,3.80,egypt_boss
2026-07-27T12:41:22.0277122Z,20260727_123022,egypt,Philosophy,understand,Correct,1,7.90,egypt_boss
2026-07-27T12:41:32.6956786Z,20260727_123022,egypt,Geography,understand,Correct,1,5.09,egypt_boss
2026-07-27T12:41:43.7091737Z,20260727_123022,egypt,Geography,understand,CorrectFast,1,4.66,egypt_boss
2026-07-27T12:46:47.6877289Z,20260727_123022,,Architecture,understand,CorrectFast,1,3.38,finale_boss
2026-07-27T12:47:07.2344516Z,20260727_123022,,Architecture,understand,Correct,1,6.91,finale_boss
2026-07-27T12:47:37.5044405Z,20260727_123022,,Geography,understand,Wrong,0,3.49,finale_boss
2026-07-27T12:50:17.0647638Z,20260727_123022,,Architecture,understand,Correct,1,5.86,finale_boss
2026-07-27T12:50:29.3440141Z,20260727_123022,,Geography,understand,Correct,1,5.61,finale_boss
2026-07-27T12:50:39.7994583Z,20260727_123022,,History,understand,CorrectFast,1,2.42,finale_boss
2026-07-27T12:50:51.5161705Z,20260727_123022,,Philosophy,understand,Correct,1,5.57,finale_boss
2026-07-27T12:51:09.8749012Z,20260727_123022,,Philosophy,understand,TimedOut,0,12.00,finale_boss
2026-07-27T12:51:19.0759354Z,20260727_123022,,Philosophy,understand,CorrectFast,1,3.45,finale_boss
2026-07-27T12:51:26.7128151Z,20260727_123022,,Geography,understand,CorrectFast,1,2.73,finale_boss
2026-07-27T12:51:35.3070140Z,20260727_123022,,Culture,understand,CorrectFast,1,2.20,finale_boss
2026-07-27T12:51:43.1328455Z,20260727_123022,,Philosophy,understand,CorrectFast,1,2.54,finale_boss
2026-07-27T12:51:53.0358789Z,20260727_123022,,Geography,understand,CorrectFast,1,0.78,finale_boss
2026-07-27T12:52:00.9648751Z,20260727_123022,,Culture,understand,CorrectFast,1,1.32,finale_boss
2026-07-27T12:52:09.7953379Z,20260727_123022,,Geography,understand,CorrectFast,1,3.07,finale_boss
2026-07-27T12:52:47.7439906Z,20260727_123022,,History,understand,CorrectFast,1,0.85,finale_boss
2026-07-27T12:52:54.8065996Z,20260727_123022,,History,understand,CorrectFast,1,0.74,finale_boss
2026-07-27T12:53:00.8602557Z,20260727_123022,,Architecture,understand,CorrectFast,1,0.96,finale_boss
2026-07-27T12:53:07.8678307Z,20260727_123022,,Architecture,understand,CorrectFast,1,1.75,finale_boss
2026-07-27T12:53:14.4982463Z,20260727_123022,,Architecture,understand,CorrectFast,1,0.72,finale_boss
2026-07-27T12:53:27.4453682Z,20260727_123022,,Geography,understand,CorrectFast,1,1.01,finale_boss
2026-07-27T12:53:35.4514396Z,20260727_123022,,Philosophy,understand,CorrectFast,1,1.00,finale_boss
2026-08-12T15:35:11.2130371Z,20260812_153511,china,Architecture,remember,Correct,1,9.73,china_rumor
2026-08-12T15:35:28.7566313Z,20260812_153511,china,Culture,remember,Correct,1,9.23,china_rumor
2026-08-12T15:35:55.7402125Z,20260812_153511,china,Geography,remember,CorrectFast,1,2.49,china_boss
2026-08-12T15:36:03.4437705Z,20260812_153511,china,Geography,remember,CorrectFast,1,1.91,china_boss
2026-08-12T15:36:18.9549485Z,20260812_153511,china,History,remember,Correct,1,10.47,china_boss
2026-08-12T15:37:01.3170363Z,20260812_153511,china,History,remember,CorrectFast,1,1.12,china_boss
2026-08-12T15:37:06.9777026Z,20260812_153511,china,Architecture,understand,CorrectFast,1,0.60,china_boss
2026-08-12T15:37:12.8849841Z,20260812_153511,china,Culture,understand,Wrong,0,0.38,china_boss
2026-08-12T15:40:21.9282415Z,20260812_153511,,Geography,understand,CorrectFast,1,1.34,finale_boss
2026-08-12T15:40:30.5293572Z,20260812_153511,,Geography,understand,CorrectFast,1,2.20,finale_boss
2026-08-12T15:40:39.9062241Z,20260812_153511,,Geography,understand,CorrectFast,1,1.34,finale_boss
2026-08-12T15:41:42.4687485Z,20260812_153511,,Geography,understand,CorrectFast,1,0.67,finale_boss
2026-08-12T15:41:48.3973251Z,20260812_153511,,Geography,understand,CorrectFast,1,0.79,finale_boss
2026-08-12T15:41:55.2570947Z,20260812_153511,,Philosophy,understand,CorrectFast,1,0.77,finale_boss
2026-08-12T15:42:00.8999847Z,20260812_153511,,Philosophy,understand,CorrectFast,1,0.68,finale_boss
2026-08-12T15:42:07.1306751Z,20260812_153511,,Architecture,understand,CorrectFast,1,0.77,finale_boss
2026-08-12T15:42:13.5195394Z,20260812_153511,,Philosophy,understand,CorrectFast,1,0.82,finale_boss
2026-08-12T15:43:15.1918570Z,20260812_153511,,Philosophy,understand,CorrectFast,1,1.12,finale_boss
2026-08-12T15:44:04.1050092Z,20260812_153511,,History,understand,CorrectFast,1,0.91,finale_boss
2026-08-12T15:44:10.4084726Z,20260812_153511,,Geography,understand,CorrectFast,1,1.18,finale_boss
2026-08-14T13:31:13.0688893Z,20260814_133113,china,Geography,remember,Correct,1,5.10,china_rumor
2026-08-14T13:31:30.0846014Z,20260814_133113,china,Geography,remember,Correct,1,6.40,china_rumor
2026-08-14T13:32:17.2274814Z,20260814_133113,china,Geography,remember,CorrectFast,1,2.75,china_boss
2026-08-14T13:32:29.1012959Z,20260814_133113,china,Geography,remember,CorrectFast,1,4.42,china_boss
2026-08-14T13:32:44.6054100Z,20260814_133113,china,History,remember,Correct,1,6.63,china_boss
2026-08-14T13:32:57.1949349Z,20260814_133113,china,History,remember,Correct,1,5.01,china_boss
2026-08-14T13:33:12.2751633Z,20260814_133113,china,Architecture,understand,Correct,1,6.02,china_boss
2026-08-14T13:33:23.4694577Z,20260814_133113,china,Architecture,remember,CorrectFast,1,3.48,china_boss
2026-08-14T13:35:01.6788371Z,20260814_133113,,Geography,understand,CorrectFast,1,4.22,finale_boss
2026-08-14T13:35:13.0920168Z,20260814_133113,,Geography,understand,CorrectFast,1,4.35,finale_boss
2026-08-14T13:35:24.5716093Z,20260814_133113,,Geography,understand,CorrectFast,1,4.42,finale_boss
2026-08-14T13:37:06.4534073Z,20260814_133113,,Geography,understand,Correct,1,8.29,finale_boss
2026-08-14T13:37:19.1883380Z,20260814_133113,,Geography,understand,Correct,1,5.55,finale_boss
2026-08-14T13:37:35.2438427Z,20260814_133113,,Geography,understand,CorrectFast,1,4.52,finale_boss
2026-08-14T13:37:47.4388294Z,20260814_133113,,Geography,understand,CorrectFast,1,4.80,finale_boss
2026-08-14T13:37:59.1185913Z,20260814_133113,,Culture,understand,CorrectFast,1,4.67,finale_boss
2026-08-14T13:38:11.9078174Z,20260814_133113,,Architecture,understand,CorrectFast,1,4.58,finale_boss
2026-08-14T13:38:23.6178086Z,20260814_133113,,Culture,understand,Correct,1,5.02,finale_boss
2026-08-14T13:38:35.1456245Z,20260814_133113,,Culture,understand,CorrectFast,1,4.59,finale_boss
2026-08-14T13:38:47.6020158Z,20260814_133113,,Philosophy,understand,CorrectFast,1,4.85,finale_boss
2026-08-14T13:38:57.8381440Z,20260814_133113,,Philosophy,understand,CorrectFast,1,3.59,finale_boss
2026-08-26T14:26:00.1392200Z,20260826_142600,china,Architecture,remember,CorrectFast,1,3.50,china_rumor
2026-08-26T14:26:29.1767260Z,20260826_142600,china,Geography,remember,Wrong,0,3.87,china_boss
2026-08-26T14:26:40.5625931Z,20260826_142600,china,Geography,remember,CorrectFast,1,4.74,china_boss
2026-08-26T14:26:49.5146462Z,20260826_142600,china,Geography,remember,CorrectFast,1,2.82,china_boss
2026-08-26T14:26:58.7390710Z,20260826_142600,china,History,remember,CorrectFast,1,3.61,china_boss
2026-08-26T14:27:05.6437265Z,20260826_142600,china,Architecture,understand,CorrectFast,1,1.19,china_boss
2026-08-26T14:27:13.8925796Z,20260826_142600,china,Architecture,remember,Wrong,0,1.95,china_boss
2026-08-26T14:27:21.1966266Z,20260826_142600,china,Architecture,remember,Wrong,0,0.80,china_boss
2026-08-26T14:27:27.2698738Z,20260826_142600,china,Architecture,remember,CorrectFast,1,0.82,china_boss
2026-08-26T14:55:11.6654876Z,20260826_145511,china,Architecture,remember,CorrectFast,1,1.98,china_rumor
2026-08-26T14:55:39.9924918Z,20260826_145511,china,Geography,remember,Wrong,0,2.79,china_boss
2026-08-26T14:55:49.6147732Z,20260826_145511,china,Geography,remember,CorrectFast,1,3.46,china_boss
2026-08-26T14:55:56.5294889Z,20260826_145511,china,Geography,remember,CorrectFast,1,1.50,china_boss
2026-08-26T14:56:05.6275653Z,20260826_145511,china,History,remember,CorrectFast,1,3.36,china_boss
2026-08-26T14:56:13.5257088Z,20260826_145511,china,Architecture,understand,CorrectFast,1,2.30,china_boss
2026-08-26T14:56:21.4845571Z,20260826_145511,china,Architecture,remember,Wrong,0,2.53,china_boss
2026-08-26T14:56:31.9814109Z,20260826_145511,china,Architecture,remember,CorrectFast,1,4.13,china_boss
2026-08-26T14:58:11.0513015Z,20260826_145511,,Geography,understand,CorrectFast,1,0.86,finale_boss
2026-08-26T14:58:17.8937879Z,20260826_145511,,Geography,understand,Wrong,0,1.17,finale_boss
2026-08-26T14:58:24.4943997Z,20260826_145511,,Geography,understand,Wrong,0,0.84,finale_boss
2026-08-26T14:59:42.3260531Z,20260826_145511,,Geography,understand,CorrectFast,1,2.65,finale_boss
2026-08-26T14:59:48.6125915Z,20260826_145511,,Geography,understand,CorrectFast,1,0.88,finale_boss
2026-08-26T14:59:55.6115675Z,20260826_145511,,Architecture,understand,CorrectFast,1,0.93,finale_boss
2026-08-26T15:00:02.5945232Z,20260826_145511,,Architecture,understand,CorrectFast,1,0.95,finale_boss
2026-08-26T15:00:08.7409758Z,20260826_145511,,Philosophy,understand,CorrectFast,1,0.67,finale_boss
2026-08-26T15:00:14.8680538Z,20260826_145511,,Architecture,understand,CorrectFast,1,0.80,finale_boss
2026-08-26T15:00:20.6986330Z,20260826_145511,,History,understand,CorrectFast,1,0.66,finale_boss
2026-08-26T15:00:28.2756073Z,20260826_145511,,History,understand,CorrectFast,1,0.60,finale_boss
2026-08-26T15:00:34.3791046Z,20260826_145511,,Philosophy,understand,CorrectFast,1,0.85,finale_boss
2026-08-26T15:17:37.3779552Z,20260826_151737,china,Architecture,remember,Wrong,0,3.92,china_rumor
2026-08-26T15:17:45.2465011Z,20260826_151737,china,Architecture,remember,CorrectFast,1,2.10,china_rumor
2026-08-26T15:18:10.8599235Z,20260826_151737,china,Geography,remember,CorrectFast,1,2.24,china_boss
2026-08-26T15:18:19.5640369Z,20260826_151737,china,Geography,remember,Wrong,0,2.61,china_boss
2026-08-26T15:18:26.7464997Z,20260826_151737,china,Geography,remember,CorrectFast,1,1.02,china_boss
2026-08-26T15:18:35.2689500Z,20260826_151737,china,History,remember,CorrectFast,1,3.10,china_boss
2026-08-26T15:18:42.7720094Z,20260826_151737,china,History,remember,CorrectFast,1,2.05,china_boss
2026-08-26T15:18:51.2340709Z,20260826_151737,china,History,remember,CorrectFast,1,3.16,china_boss
2026-08-26T15:21:14.5253107Z,20260826_151737,,Geography,understand,CorrectFast,1,0.93,finale_boss
2026-08-26T15:21:23.2892907Z,20260826_151737,,Geography,understand,Wrong,0,1.62,finale_boss
2026-08-26T15:21:29.7873379Z,20260826_151737,,Geography,understand,Wrong,0,1.75,finale_boss
2026-08-26T15:22:28.9151013Z,20260826_151737,,Geography,understand,CorrectFast,1,0.85,finale_boss
2026-08-26T15:22:34.7687376Z,20260826_151737,,Philosophy,understand,CorrectFast,1,0.69,finale_boss
2026-08-26T15:22:40.8906599Z,20260826_151737,,Architecture,understand,CorrectFast,1,0.77,finale_boss
2026-08-26T15:22:47.3214247Z,20260826_151737,,Geography,understand,Wrong,0,0.75,finale_boss
2026-08-26T15:22:53.1154173Z,20260826_151737,,Culture,understand,CorrectFast,1,0.88,finale_boss
2026-08-26T15:22:58.5703361Z,20260826_151737,,Architecture,understand,CorrectFast,1,0.65,finale_boss
2026-08-26T15:23:04.3526887Z,20260826_151737,,History,understand,CorrectFast,1,0.63,finale_boss
2026-08-26T15:23:17.9363988Z,20260826_151737,,History,understand,CorrectFast,1,1.63,finale_boss
